,220.4882
oerlabourd,129.875
oerleap,89.0
oerleapd,139.0
oerleaps,139.5
oerleavens,95.0
oerlook,178.25
oerlookd,126.1875
oerlooking,128.0
oerlooks,117.0
oermasterest,158.0
oermastert,89.0
oermatchd,135.75
oermount,129.0
oernight,88.0
oernights,117.0
oerpaid,193.0
oerparted,77.0
oerpassd,74.0
oerpassed,100.0
oerpast,116.5
oerpays,114.0
oerpeer,76.0
oerperch,118.0
oerpicturing,142.0
oerposting,141.0
oerpower,151.0
oerpowerd,127.0
oerpowered,101.0
oerpowering,133.0
oerpowers,74.0
oerpowrd,160.0
oerpressd,66.0
oerpressed,97.0
oerprizd,140.0
oerrate,150.0
oerraught,106.5
oerreaches,144.0
oerreaching,93.0
oerread,95.5
oerrule,112.75
oerrules,138.0
oerruling,158.0
oerrun,138.3125
oerrunning,140.0
oerruns,177.0
oersea,138.0
oerset,109.0
oershade,137.0
oershades,126.75
oershading,146.0
oershine,122.0
oershot,111.0
oersized,117.0
oerskip,142.0
oerslips,71.0
oersnowed,176.0
oerspent,111.0
oerspread,138.44531
oerspreads,200.0
oerstare,95.0
oerstep,157.0
oerstunk,135.0
oersway,118.0
oersways,114.5
oerswell,118.75
oertaen,120.0
oertake,122.1543
oertaken,106.0
oertakes,104.5
oerteemed,155.0
oerthrew,142.0
oerthrow,103.0
oerthrown,143.31375
oerthrows,139.5
oertook,121.1875
oertop,102.5
oertopping,140.0
oertrip,118.0
oerturn,144.0
oerturnd,128.0
oerturns,122.25
oervalues,135.0
oerwalk,117.0
oerwatchd,133.0
oerween,94.0
oerweens,165.0
oerweigh,108.0
oerweighs,136.0
oerwhelm,103.67969
oerwhelmd,122.0
oerwhelmed,172.0
oerwhelms,128.25
oerworn,154.5
oerwrested,117.0
oerwrought,106.0
oes,116.0
oestreicher,188.0
oetylos,100.0
oeuvres,127.0
oevum,132.0
of,182.8723
ofa,244.0
ofallwork,93.0
ofam,113.0
ofand,130.375
ofarrells,116.0
ofas,108.0
ofavast,167.0
ofbut,158.625
ofc,97.0
ofcaderousse,81.0
ofcould,125.0
ofephesus,217.5625
oferhgian,116.75
ofeven,176.0
off,152.76428
offa,135.5
offahd,177.0
offaking,169.0
offal,131.17383
offald,117.5
offall,161.0
offals,99.5
offand,160.5625
offas,146.0
offbeareth,178.0
offbending,202.0
offbetween,285.0
offbore,97.0
offburn,162.0
offbusiness,138.0
offcappd,87.0
offcarried,156.5625
offcast,124.0
offcause,109.0
offcc,58.0
offchance,156.0
offdid,96.0
offdo,146.0
offdriven,242.0
offe,132.5
offen,77.0
offenbachs,207.0
offence,124.42976
offencebut,141.0
offenceful,124.0
offencehung,117.0
offencepoor,78.0
offences,129.79262
offenceyou,144.0
offenceyour,215.0
offend,108.14222
offended,140.32603
offendedand,177.0
offendedhe,203.0
offendedwont,92.0
offendendo,86.0
offender,142.39835
offenders,121.4801
offendeth,93.5
offendimur,109.0
offending,145.30177
offendor,118.0
offendress,158.0
offends,124.17866
offendst,164.0
offensare,107.0
offense,139.19016
offenseless,127.0
offenses,173.37645
offensio,115.0
offensive,123.8077
offensively,128.70312
offensiveness,99.0
offer,130.99542
offerd,89.87477
offered,125.17282
offerederotic,228.0
offeredthere,118.0
offereth,131.25159
offerextraordinary,153.0
offering,119.76401
offerings,131.8428
offers,153.00848
offerst,163.0
offert,104.0
offfor,154.5
offfrightened,136.0
offhacked,40.0
offhand,156.20125
offhanded,212.5
offhandedly,162.5
offhe,134.0
offheatrays,199.0
offi,132.0
offic,110.6043
officd,111.0
office,136.06618
officeand,117.0
officebadge,119.0
officed,141.0
officedoor,161.0
officegirls,150.0
officehardly,115.0
officeholders,167.375
officele,171.0
officelike,102.0
officeonly,165.0
officepapers,216.0
officeprobably,163.0
officer,145.2449
officera,179.5
officerall,143.0
officeran,173.0
officercomes,95.0
officered,154.0
officereven,97.0
officerfortunate,201.0
officerin,173.0
officerof,235.0
officers,168.17879
officersatarms,131.0
officersmy,158.0
officersso,147.0
officerstwo,114.0
officersyours,127.0
officerwith,135.0
officerwithout,169.0
officerwounded,124.0
offices,127.4798
officeseekers,129.0
officeseems,152.0
officeto,193.5
official,190.64691
officialdom,180.0
officiallooking,144.5
officially,120.86511
officials,113.122604
officialsa,122.0
officialsthat,195.0
officialsthe,121.0
officialthe,116.0
officiate,183.5
officiated,141.9375
officiating,142.5459
officier,153.0
officii,189.0
officiis,137.0
officio,203.5
officious,114.90956
officiously,143.875
officiousness,155.25
officium,113.0
offif,84.0
offill,117.0
offim,167.0
offin,110.5
offincumbent,161.0
offing,110.12891
offit,139.5
offits,154.0
offleggo,127.0
offlet,173.0
offline,158.0
offmabel,127.0
offmove,265.0
offn,163.67969
offnot,134.0
offof,117.0
offred,126.78125
offrest,139.0
offring,92.0
offrings,127.5
offrunning,131.0
offs,109.5
offsale,165.0
offscouring,88.5
offserenest,146.0
offset,135.375
offsets,138.5
offsetting,94.0
offshe,104.0
offshoot,156.625
offshoots,145.0
offshore,118.0
offsitting,181.0
offsnatched,133.0
offspring,155.34013
offspringand,114.0
offsprings,130.125
offsuspicious,211.0
offtake,74.0
offtaken,130.0
offthat,148.0
offthe,160.0
offthen,258.0
offthey,97.0
offtheyre,112.0
offthis,276.0
offto,146.0
offtom,330.0
offunder,199.0
offvery,204.0
offwe,96.0
offwhich,128.0
offyou,172.0
offyouve,208.0
ofgiving,106.0
ofhang,97.0
ofhas,102.0
ofhe,162.0
ofi,141.4375
ofif,124.0
ofin,101.0
ofinefficiency,181.0
ofinferior,180.0
ofit,90.0
ofkaa,162.0
ofknow,136.0
oflive,164.0
oflynn,167.6875
ofmr,233.0
ofnamely,108.0
ofnever,103.0
ofnot,215.0
ofof,143.75
ofofa,89.0
ofoh,158.0
ofone,148.0
ofor,186.0
ofperhaps,165.0
ofs,127.75
ofscattered,138.0
ofsee,143.0
ofseneca,61.0
ofsometimes,108.0
oft,137.86484
oftartuffe,87.0
oftbroken,160.0
oftconquerd,133.0
often,213.41226
oftenagitated,182.0
oftenand,167.0
oftenbut,141.0
oftencited,113.0
oftener,144.72638
oftenest,186.24805
ofteni,119.0
oftenit,131.0
oftenpoverty,129.0
oftentimes,128.4686
oftenwhy,154.0
oftenwords,128.0
oftenyou,157.0
oftevery,124.0
oftfabled,125.0
ofthat,178.0
ofthats,107.0
ofthe,175.1875
oftheaved,103.0
oftheir,208.0
ofthere,182.0
oftheres,140.0
oftloved,158.0
oftner,132.375
oftrepeated,202.65625
oftsides,124.0
ofttime,165.5
ofttimes,126.6493
oftwenty,187.0
oftwo,185.0
ofvalue,193.0
ofvenison,100.0
ofwar,176.0
ofwe,220.0
ofwell,170.0
ofwhat,115.84375
ofwhats,179.0
ofwhich,119.0
ofwhy,150.0
ofyes,176.0
ofyou,167.0
og,173.83594
ogall,201.0
ogargle,136.0
ogaunt,154.5
ogham,246.0
ogibewas,138.0
ogilby,137.5
ogilbys,98.0
ogilvy,154.66927
ogilvys,137.5
ogle,144.5
ogled,132.0
ogles,101.0
oglethorpe,171.0
ogling,280.46875
oglings,151.0
oglio,154.0
ogni,128.5
ognor,200.0
ogod,175.0
ogrady,128.0
ogre,105.38086
ogredont,143.0
ogreish,119.0
ogrepines,208.0
ogres,81.0
ogress,114.0
ogresse,168.0
ogrotis,171.0
ogrowney,277.0
ogygian,79.078125
oh,140.25781
oha,196.0
ohad,224.0
ohagan,207.0
ohah,167.0
ohahare,367.0
ohahha,255.0
ohahwet,118.0
ohahyes,154.0
ohain,100.2251
ohalloran,242.76562
ohand,125.0
ohanlon,139.47266
ohara,162.1875
oharas,188.0
ohare,138.75
ohcourse,122.0
ohdontyou,205.0
ohe,85.5
oheee,104.0
ohel,133.0
ohh,156.0
ohhe,98.0
ohhh,140.0
ohhumphrey,107.0
ohickeys,132.0
ohim,201.0
ohimcomcomingand,149.0
ohimpiety,147.0
ohing,134.0
ohio,147.69421
ohioa,143.0
ohitsits,137.0
ohkiss,390.0
ohnooh,273.0
oho,147.76817
ohoah,225.0
ohoh,118.5
ohohdid,74.0
ohohi,114.0
ohohive,149.0
ohohjust,166.0
ohoo,66.0
ohooh,97.0
ohooho,99.0
ohoohooho,81.5
ohoooh,118.0
ohoooo,134.0
ohotny,203.0
ohoy,107.0
ohoyou,82.0
ohplease,208.0
ohpray,96.0
ohs,148.125
ohscreachscreachoh,140.0
ohthere,175.375
ohtheres,102.46875
ohthereson,176.0
ohwell,186.0
ohwhew,148.0
ohwhy,123.0
ohyeho,102.0
ohyes,129.0
ohyou,115.0
oi,197.75
oicleus,167.0
oignons,124.0
oil,170.50983
oilbottle,107.0
oilbutt,109.0
oilcakes,122.0
oilcan,183.68335
oilcloth,151.8125
oildealers,120.0
oildried,173.0
oilean,159.75
oiled,122.66907
oileus,126.541794
oilhere,87.0
oiling,152.5
oiljacket,198.0
oilladle,83.0
oillamp,140.25
oillamps,146.375
oilmills,116.0
oilpainting,146.375
oilpaper,178.0
oilpots,145.0
oilrag,119.0
oils,179.27246
oilship,133.0
oilskin,174.25
oily,155.45657
oinopa,132.5
ointment,138.62457
ointmentone,125.0
ointments,174.27682
ois,167.0
oise,74.0
oiseau,134.0
oisin,218.0
ojohnny,247.0
ojos,104.0
oka,130.5
okennedys,140.0
oks,144.0
ol,153.0
olaf,317.0
olalla,101.0
olaudah,147.25781
olaus,128.0
old,212.50348
oldage,137.0
oldcastle,125.0
oldclothes,144.25
oldcould,163.0
oldcountry,185.0
oldedition,114.0
olden,115.42717
oldenburg,127.828125
oldenburgand,135.0
oldenburgs,147.5
older,98.19966
olderand,123.0
olderi,139.0
olderthere,114.0
oldest,130.24112
oldfacd,115.0
oldfashioned,139.26804
oldfellow,272.0
oldfor,167.0
oldgold,150.0
oldhad,143.0
oldhow,127.0
oldish,119.0
oldlooking,140.0
oldly,154.0
oldmaid,214.0
oldmaidish,190.0
oldmaidy,74.0
oldmore,85.0
oldness,69.0
oldrulers,89.0
oldseventy,186.0
oldshake,164.0
oldtall,155.0
oldthats,126.0
oldthe,191.0
oldthirtytwo,116.0
oldthree,103.0
oldtime,146.6211
oldtimes,225.0
oldto,209.0
oldwife,151.0
oldwomanish,164.0
oldwork,165.5
oldworld,152.0
ole,150.58923
oleaginous,198.0
oleander,134.0
oleanders,84.0
oleariam,195.0
oleary,220.5
olees,169.0
olenian,131.25
olentes,146.0
oleograph,123.0
oleracea,170.0
olere,131.0
olesch,166.0
olesome,171.0
olet,151.3125
olfactories,154.0
olfactory,157.5
olga,162.5
olgaren,94.0
olhausens,178.0
olia,100.0
olian,114.6875
olic,154.0
oligarch,88.831055
oligarchic,128.0
oligarchical,138.10236
oligarchies,149.5
oligarchs,117.125
oligarchy,82.45398
oligarchyi,126.0
oliged,67.0
olim,180.05469
oliphant,241.0
olit,167.0
olitchip,135.0
oliva,132.71875
olivante,88.0
olivantes,148.0
olivateurs,154.0
olive,130.16385
olivebearing,141.0
olivebordered,146.0
olivebranch,202.5
olivecolored,191.0
olivecoloured,175.0
olivegreen,156.375
olivegrounds,145.0
olivehued,146.0
olivepress,105.0
oliver,218.03201
olivera,185.0
oliverotto,148.27383
olivers,139.55823
oliverseventy,164.0
olives,116.66712
olivesatin,182.0
olivestained,264.0
olivet,138.0
olivetans,208.0
olivetinted,133.0
olivetree,136.0
olivetrees,191.0
olivets,203.0
olivewood,147.0
oliveyard,122.0
oliveyards,146.84375
olivia,107.22679
olivias,94.05188
olivier,143.5
olivis,184.0
olizons,183.0
olla,118.453125
ollas,131.25
ollav,200.0
ollave,227.0
ollebo,119.0
ollioules,120.0
ollis,125.0
olmstead,117.0
olmutz,126.53378
oloossons,135.0
oloughlins,213.0
olsens,110.0
olsufyev,164.0
oltre,135.0
olus,89.0
oly,207.0
olycooks,183.0
olympas,73.0
olympi,200.0
olympia,139.5
olympiad,141.5
olympian,121.42937
olympic,162.11328
olympics,231.0
olympie,138.0
olympo,219.0
olympum,122.0
olympus,138.9515
olympushigh,126.0
olysseid,124.0
om,113.154465
omadden,175.03885
omadhauns,235.0
omaeron,142.0
omaerou,147.0
omaha,119.25
omahoney,162.0
omai,118.0
omalley,125.54541
oman,115.2959
omans,61.0
omar,158.54688
omara,163.0
omatus,180.0
ombay,107.0
ome,170.6875
omecils,154.0
omega,154.70836
omelet,114.5
omelette,145.6875
omelettes,175.0
omen,93.82273
omens,146.73027
omenthe,106.0
omer,100.125
omers,105.0
omicron,181.51648
omilon,187.0
omina,149.0
ominous,159.1422
ominousfor,164.0
ominously,121.5
omisit,165.0
omission,118.313385
omissionno,211.0
omissions,117.06787
omit,117.66439
omits,112.875
omitst,115.0
omittance,119.0
omittas,113.0
omitted,137.49251
omittedhad,166.0
omittedher,156.0
omittedmen,109.0
omitting,144.1462
omlet,157.0
ommum,174.0
omne,150.9375
omneis,119.0
omnem,199.71875
omnes,157.95401
omnesque,180.0
omni,171.59375
omnia,256.4748
omniaque,247.0
omnibu,218.0
omnibus,125.74957
omnibuses,178.92383
omnibusses,154.0
omnino,176.15625
omnipotence,117.15113
omnipotenceand,108.0
omnipotencewomen,170.0
omnipotency,120.0
omnipotens,193.75
omnipotent,166.14426
omnipotentiam,129.0
omnipresence,176.625
omnipresent,179.1289
omniprevalence,107.0
omnis,159.01685
omniscience,100.0
omnisciencei,111.0
omniscient,152.65625
omnisciently,204.0
omnisque,188.0
omnitooled,193.0
omnium,194.54688
omnivorous,180.8125
omolloy,135.47281
omolloys,153.5
omophorion,168.0
omou,152.0
omphale,144.0
omphalos,151.5
ompteda,229.0
omptedas,305.0
omri,114.143486
on,194.90129
ona,118.0
onabsurd,94.0
onahab,101.0
onam,91.25
onamiable,156.0
onan,163.5664
onand,150.72955
onanother,170.0
onas,127.0
onbut,197.0
onc,89.0
oncaymaeon,141.0
once,135.57185
oncea,143.0
onceamong,133.0
onceand,156.3125
onceandahalfwitted,135.0
onceas,125.0
onceat,133.0
oncebut,92.0
onceby,104.0
oncefor,104.96875
oncehear,164.0
oncehere,97.0
onceherenowthis,136.0
oncehis,172.0
oncehorace,110.0
oncehougomont,149.0
oncehow,168.0
oncei,124.6875
onceit,117.5
oncejust,137.0
oncelet,119.0
onceliked,163.0
oncemen,328.0
oncemost,98.0
oncemuch,87.0
oncenay,111.5
onceno,113.0
oncenot,131.0
onceoh,101.0
onceonce,107.0
oncepeaceful,141.0
onceseen,178.0
onceshe,149.0
oncesnare,142.0
oncesomething,177.0
oncesomewherefar,249.0
oncet,152.0
oncethat,130.125
oncethere,208.0
oncethis,187.5
oncetis,78.0
oncetwo,201.0
oncewas,181.0
oncewent,122.0
oncewithin,94.0
onceyou,160.0
onceyoull,112.0
onceyouve,88.0
onchestus,160.0
oncle,131.0
oncomfortable,156.0
oncoming,145.25
oncommon,120.88733
oncommonest,149.0
ond,147.0
onderdonk,181.875
ondes,159.0
onding,189.0
ondo,113.0
one,127.42043
onea,194.03125
oneall,128.0
onean,186.0
oneand,104.16897
oneandahalfroom,114.0
oneandthirtieth,148.0
oneandthirty,118.0
oneandthirtyfor,111.0
oneandtwentieth,179.0
oneandtwenty,113.82715
oneare,161.0
onearmed,138.125
oneasy,127.875
oneat,151.0
onebeside,121.0
onebladed,112.0
oneblood,96.0
onebut,149.375
onecovering,200.0
onedo,108.0
oneeven,125.5
oneexcept,101.0
oneeyed,205.99219
onefastened,157.0
onefeu,154.0
onefiftieth,130.0
onefor,125.75
onefully,210.0
onehad,157.75
onehalf,145.45142
onehanded,92.5
onehandled,205.375
onehe,112.75
onehere,163.0
onehis,104.0
onehorace,80.0
onehorse,141.03711
onehundredth,126.0
onei,129.875
oneida,111.0
oneif,169.0
oneill,146.5
oneills,180.125
oneis,110.125
oneit,119.5
onejust,111.5
oneknow,184.0
onela,183.0
onelabrother,176.0
onelaigged,169.0
onelas,98.0
oneleast,117.0
oneleg,106.0
onelegged,156.80469
onelensed,315.0
onelet,113.5
onell,105.0
onely,166.38274
onemakes,137.0
onemany,157.0
onemeaning,206.0
onemedicine,193.0
onemeet,295.0
onemiss,177.0
onemule,126.0
onenay,126.0
oneness,132.76335
oneno,55.5
onenobody,211.0
onenot,139.89062
onenothing,98.0
onenow,233.0
oneon,188.25
oneonly,152.0
oneor,144.5
onepardon,119.0
oneperhaps,110.0
onepiece,191.0
oneplease,183.0
onepound,101.5
onepride,166.0
oneprobably,207.0
onerations,143.0
onerefresh,176.0
oneroom,134.5
oneroomed,131.0
onerous,120.84375
oneruble,124.0
ones,98.68201
onesa,367.0
onesalso,283.0
onesand,103.0
oneseen,159.0
oneself,163.88206
oneselfand,213.0
oneselfpoor,123.0
oneselfthe,166.0
oneseneca,110.0
onesfor,105.0
oneshe,171.0
onesi,120.0
onesided,146.66406
onesidedly,156.0
onesidedness,103.25
onesilus,142.0
onesimus,119.25
onesiphorus,92.5
onesister,138.0
oneslooked,161.0
oneso,142.75
onesome,142.5
oneson,139.0
onesprobably,162.0
onesthat,231.0
onesthe,194.0
onesthose,188.0
onesti,147.0
onestoried,118.5
oneswhich,137.0
oneswith,158.0
onetell,164.0
onetenth,148.0
onethat,128.4375
onethats,144.0
onethe,188.0
onethere,127.0
onetherein,116.0
onetheres,138.0
onethird,126.73828
onethirtieth,126.0
onethis,129.0
onethree,127.0
oneto,114.0
onetoto,64.0
onetrunkinheriting,221.0
onetwentieth,156.0
onetwo,158.0
onetwopence,151.0
oneunhappy,135.0
onewas,196.0
onewell,106.0
onewere,117.0
onewhat,193.0
onewheeled,132.0
onewhich,157.0
onewhile,119.0
onewilliam,105.0
onewith,154.5
onewithout,253.0
onewont,100.0
oneyearold,162.0
oneyers,210.0
oneyou,168.0
oneyoure,91.0
onfaces,136.0
onfeng,116.0
onfn,151.0
onfor,95.0
onfreighted,111.0
onfreshened,121.0
ongar,207.0
ongentheo,105.0
ongentheow,141.18945
ongentheowking,103.0
ongentheows,157.875
onget,161.0
ongles,168.5
ongo,140.0
ongoings,147.0
ongot,83.0
ongue,69.0
onhave,172.0
onhorses,178.0
oni,134.96875
onif,148.5
onin,158.5
onion,108.96106
onioneyd,83.0
onions,159.0863
oniony,165.5
onit,122.0
onkelos,142.0
onkores,162.0
onlay,116.0
onless,236.0
onlets,139.0
online,215.50568
onlooker,131.5
onlookers,103.1582
onlooking,172.0
onlucky,93.0
onluigi,110.0
only,206.62915
onlya,197.0
onlyan,150.0
onlyay,79.0
onlybut,124.0
onlyever,161.0
onlyfor,146.0
onlyhis,189.0
onlyi,144.0
onlyif,199.0
onlyin,188.0
onlynoise,152.0
onlyonly,176.0
onlysome,96.0
onlythat,161.125
onlythe,156.5
onlythis,225.0
onlyto,212.0
onlywhere,93.0
onlyyou,134.0
onlyyour,114.0
onmake,127.0
onmerciful,82.0
onmillions,114.0
onmine,90.0
onmistaking,163.0
onne,94.0
onnecessary,225.0
onness,142.0
onnight,175.0
ono,164.0625
onoh,123.0
onolan,151.0
onom,183.0
onomakritus,124.0
onomatopoeia,106.0
onomatopoeic,332.5
onon,144.0
onone,192.5
ononism,235.0
onontill,89.0
onornow,138.0
onperhaps,278.0
onpleasant,177.5
onput,158.0
onratting,173.0
onreasonable,112.5
ons,186.18236
onset,157.07878
onsetofanger,141.0
onsets,185.75
onshe,168.0
onslaught,103.923065
onslaughts,154.0
onsmerdyakov,217.0
onso,226.0
onsomething,172.0
onst,60.0
onstop,139.0
ont,129.97354
ontap,193.0
ontario,139.0625
onte,126.0
ontell,108.0
onterkoff,173.0
onthat,145.0
onthe,178.15625
onto,169.5525
ontonies,151.0
ontzlake,132.82736
onufrich,183.0
onunder,84.0
onuntil,130.0
onus,108.75
onward,109.064224
onwardbut,78.0
onwardinward,155.0
onwards,184.08536
onwardstraight,167.0
onwas,95.0
onwell,192.0
onwhat,168.0
onwhich,120.625
onwho,106.0
onwith,124.0
onwordsandvvoiceffail,69.0
onwould,120.0
ony,143.4639
onybody,128.25
onycha,149.0
onyears,217.0
onyegin,129.5
onyes,138.0
onyeswhat,135.0
onyet,96.0
onyons,157.0
onyou,145.25
onyoull,125.0
onyour,137.0
onyouve,129.0
onyx,129.39062
onyxes,210.0
onyxpaved,131.0
oo,178.95688
ood,158.0
ooddleooddle,184.0
oodeypore,157.0
ooeeehah,226.0
oof,89.0
oogh,191.0
ooh,133.94849
oohoand,207.0
oohoh,125.0
ooints,162.0
ook,118.0
oolitic,197.0
oom,133.0
ooman,153.0
oomb,192.0
oommelling,93.0
oomravati,123.0
oon,173.5
ooo,111.0
oooand,158.0
oooh,130.5
oooo,259.5
oooooooo,97.0
ooos,167.0
oosing,134.0
oot,172.0
ooze,112.35199
oozed,174.28125
oozes,111.5
oozing,171.14195
oozings,203.0
oozy,162.6875
op,144.0
opaca,130.0
opaci,80.0
opacities,181.0
opacity,114.0
opal,158.45978
opalandiristhroated,134.0
opalcolored,139.0
opalcoloured,133.0
opaline,140.0
opals,220.5
opaque,176.77945
opaqueness,181.5
opd,130.25
ope,125.89797
oped,94.75
opeecue,260.0
open,182.23862
openair,182.25
openand,159.5
openandshut,197.0
openandstay,180.0
openarched,126.0
openclapped,182.0
opend,144.15317
opendodo,163.0
opendoored,197.0
opened,108.01285
openedclosed,114.0
openedwearying,133.0
opener,124.0
openest,82.0
openeth,109.786224
openeyd,117.0
openeyed,132.53906
opengoodbye,88.0
openhanded,152.25
openhandedness,136.0
openhearted,125.39258
openheartedness,89.0
openif,182.0
opening,112.11943
openings,158.12509
openingto,102.0
openlegged,139.0
openlets,187.0
openly,165.39577
openlyencouraging,132.0
openlyfor,88.0
openlyhere,153.0
openminded,120.0
openmouthed,142.72531
openmy,279.0
openness,162.81984
openoh,92.0
opens,127.03029
openshaw,133.62201
openshaws,125.0
openshe,196.0
opent,123.75
openthat,122.0
openthey,118.0
openuse,140.0
openwhat,160.0
openwide,95.0
openwork,193.45312
openworked,153.0
opera,146.95428
operaballs,83.0
operabox,177.0
operacloaks,138.0
operacomique,167.0
operadancer,162.0
operae,216.0
operagirl,221.0
operaglass,115.00195
operaglasses,135.25
operagratified,91.0
operahouse,102.0
operam,130.75
operamistresses,170.0
operant,118.0
operaretur,106.0
operas,135.80469
operate,175.44667
operated,155.66008
operates,134.11652
operatesthe,131.0
operatic,201.5
operating,139.56268
operatingrooms,184.0
operation,118.80531
operationfor,121.0
operations,122.30442
operationsagainand,197.0
operationsah,116.0
operationsmen,134.0
operationsthe,211.5
operative,199.07422
operatives,153.3125
operatop,241.0
operator,111.78125
operatories,121.0
operators,146.85156
operatory,119.0
opere,229.0
operibus,135.0
operis,220.5
operose,169.5
operta,126.0
opertos,161.0
opes,198.53125
oph,110.16715
ophel,129.0625
ophelestes,144.0
ophelia,141.99342
opheliacousin,109.0
opheliai,95.0
ophelias,163.10892
opheliayou,117.0
opheltios,187.0
opheltius,115.0
ophir,123.92383
ophites,126.0
ophiuchus,91.0
ophni,200.0
ophrah,137.0
ophthalmia,91.0
ophthalmic,188.0
opiate,134.90625
opiates,133.0
opin,82.0
opine,173.34375
opined,129.40625
opines,88.0
opinio,266.0
opinion,123.05778
opinionand,145.0
opinionated,124.0
opinioncamille,205.0
opinioncicero,115.0
opiniond,110.0
opinione,113.0
opinionhe,173.0
opinioni,172.5
opinionmiss,132.0
opinionpray,163.0
opinionreason,149.0
opinions,198.39587
opinionsas,178.0
opinionsi,158.5
opinionsthey,163.0
opinionsto,97.0
opinionthat,109.0
opinionwhen,128.0
opinionwhich,170.0
opinionwho,107.0
opinor,162.125
opisso,138.0
opites,109.0
opium,166.49486
opiumeaters,144.0
opiumlike,185.0
opiumshop,142.0
opiumsmoking,130.0
opiumtainted,132.0
opiumthe,182.0
opizi,142.0
opning,91.0
opoponach,294.0
opoponax,147.0
oportebat,181.0
oportet,111.0
oporto,189.0
opossum,123.0
opossums,110.0
opp,108.5
oppen,134.5
oppian,134.0
oppida,168.0
oppius,132.3125
opponent,121.191925
opponenthorace,75.0
opponents,137.86194
oppor,338.0
opporto,65.0
opportune,134.18964
opportunely,121.46527
opportuneness,180.0
opportunism,187.0
opportunist,171.5
opportunities,154.75085
opportunity,150.33769
opportunityto,145.5
opportunityvouchsafe,186.0
opposd,135.45508
oppose,88.56562
opposed,128.45123
opposeless,188.0
opposer,122.5
opposers,127.578125
opposes,116.73242
opposest,125.0
opposeth,146.0
opposing,112.9025
opposite,171.03983
oppositely,161.0
oppositeon,154.0
opposites,110.78529
oppositewe,102.0
oppositewhose,155.0
opposition,124.39317
oppositions,149.67386
opposopposition,559.0
oppress,124.63049
oppressd,119.80036
oppressdwhile,140.0
oppressed,118.410416
oppressedtill,135.0
oppresses,118.765625
oppresseth,103.1875
oppressing,172.83423
oppression,129.44775
oppressionas,231.0
oppressionlooked,115.0
oppressions,147.17078
oppressive,130.15546
oppressively,158.09375
oppressiveness,90.0
oppressor,147.53796
oppressors,87.951416
opprest,100.0
opprobrious,134.25
opprobriously,141.0
opprobrium,143.64062
oppugnancy,91.0
opra,74.0
ops,176.0
opsin,95.0
optantis,88.0
optare,147.0
optas,168.0
optat,148.0
optative,232.0
optato,195.0
optatos,330.0
optavit,223.0
optes,69.0
optic,146.19531
optical,134.99219
optically,135.0
optics,135.375
optima,85.0
optime,140.0
optimi,158.0
optimism,158.44275
optimist,140.5
optimistic,104.5
optimistically,179.0
optimistress,184.0
optimists,220.0
optimo,235.0
optin,221.0
option,148.44669
optional,170.5
optionally,158.0
optiques,130.0
optt,241.0
opulence,182.33212
opulenceenriching,173.0
opulency,109.0
opulent,165.54034
opuntia,102.0
opuntian,134.0
opuntias,139.0
opus,104.20337
opusc,137.0
opuscucla,108.0
oquum,171.0
or,169.3555
ora,193.62695
orabunt,159.0
oracle,127.64613
oracleall,126.0
oracled,163.0
oracles,135.55016
oracula,152.0
oracular,101.125
oracularly,77.0
oraculis,254.0
oraison,128.0
oral,188.84375
orally,174.0
oram,272.0
oran,129.23438
orand,137.0
orange,131.37286
orangeade,148.5
orangebitters,127.0
orangeblossoms,127.0
orangeclad,152.0
orangecolored,122.0
orangefiery,156.0
orangeflower,204.14062
orangeflowers,143.75
orangegroves,156.5
orangekeyed,165.0
orangeman,133.375
orangepeel,154.97656
orangepeels,194.0
orangered,120.0
oranges,138.02756
orangesyou,136.0
orangetainted,143.0
orangetawny,171.5
orangethe,175.0
orangethrough,68.0
orangetree,176.0
orangetrees,160.85938
orangewife,100.0
oranswer,124.0
orante,152.0
orare,175.0
oras,252.0
orat,130.41016
orate,170.0
orating,238.0
oratio,178.5
oration,155.16176
orations,170.9375
oratoire,111.0
orator,125.85757
oratorians,215.0
oratorical,146.75
oratorie,144.0
oratories,132.0
oratorios,169.0
orators,139.662
oratory,152.51157
orb,127.54112
orbaneja,138.5
orbe,161.5
orbed,77.0
orbem,229.0
orbi,177.0
orbis,169.25
orbisthe,202.0
orbit,137.37741
orbits,126.39844
orbruna,92.0
orbs,144.09634
orbut,199.0
orcan,174.0
orchard,125.275696
orchardembowered,186.0
orchardgardens,93.0
orchards,154.19421
orchardsraise,123.0
orchardturned,113.0
orchestra,99.05374
orchestral,107.0
orchestras,104.0
orchestratwo,194.0
orchiara,127.0
orchid,129.25
orchideae,128.0
orchidised,244.0
orchids,131.20703
orchis,157.0
orchiude,226.0
orchomenian,136.875
orchomenians,94.0
orchomenus,112.0
orci,188.0
orcus,159.5
ord,80.5
ordain,108.4974
ordaind,109.31832
ordaine,164.0
ordained,104.35669
ordainedin,78.0
ordaineth,125.953125
ordainin,100.0
ordaining,185.70312
ordains,164.64288
ordainst,117.0
ordayne,141.0
ordeal,134.34348
ordealbe,156.0
ordeals,114.0
order,129.32358
ordera,181.0
orderall,106.0
orderany,159.0
orderbook,207.0
orderd,114.6875
ordered,137.94595
orderedand,207.0
orderers,110.0
ordereth,146.25
ordering,118.89932
orderings,54.0
orderjust,120.0
orderlaces,171.0
orderless,111.0
